id_respuesta;texto;es_correcta;id_pregunta
124;NaCl;False;31
125;A subatomic particle with no electric charge;True;32
126;A subatomic particle with a positive charge;False;32
127;A type of electromagnetic radiation;False;32
128;An unstable atom;False;32
129;1.38 × 10⁻²³ J/K;False;33
130;9.81 m/s²;False;33
131;3.00 × 10⁸ m/s;False;33
132;6.63 × 10⁻³⁴ J·s;True;33
133;George Washington;True;34
134;Abraham Lincoln;False;34
135;Thomas Jefferson;False;34
136;John Adams;False;34
137;1993;False;35
138;1987;False;35
139;1991;False;35
140;1989;True;35
141;Treaty of Brest-Litovsk;False;36
142;Treaty of Versailles;True;36
143;Treaty of Trianon;False;36
144;Treaty of Utrecht;False;36
145;Bangkok;False;37
146;Beijing;False;37
147;Tokyo;True;37
148;Seoul;False;37
149;Canada;False;38
150;China;False;38
151;United States;False;38
152;Russia;True;38
153;Mount Everest;False;39
154;Aconcagua;False;39
155;Chimborazo;True;39
156;Denali;False;39
157;9;False;40
158;11;True;40
159;10;False;40
160;12;False;40
161;Roger Federer;False;41
162;Rafael Nadal;False;41
163;Pete Sampras;False;41
164;Novak Djokovic;True;41
165;Argentina;False;42
166;Uruguay;True;42
167;Brazil;False;42
168;Chile;False;42
169;George Orwell;True;43
170;Aldous Huxley;False;43
171;Ray Bradbury;False;43
172;Franz Kafka;False;43
173;Realism;False;44
174;Impressionism;True;44
175;Expressionism;False;44
176;Surrealism;False;44
177;Finnegans Wake;False;45
178;Dubliners;False;45
179;A Portrait of the Artist as a Young Man;False;45
180;Ulysses;True;45
181;Toy Story;False;46
182;Shrek;False;46
183;Finding Nemo;True;46
184;Cars;False;46
185;Martin Scorsese;False;47
186;Quentin Tarantino;True;47
187;Steven Soderbergh;False;47
188;Guy Ritchie;False;47
189;Titanic;False;48
190;Ben-Hur;False;48
191;La La Land;False;48
192;The Lord of the Rings: The Return of the King;True;48
193;Microsoft;True;49
194;IBM;False;49
195;Apple;False;49
196;Google;False;49
197;Facebook;True;50
198;Twitter;False;50
199;Instagram;False;50
200;MySpace;False;50
201;Genetic Algorithms;False;51
202;Machine Learning;False;51
203;Deep Learning;True;51
204;Natural Language Processing;False;51
205;54;False;52
206;56;True;52
207;64;False;52
208;48;False;52
209;11;False;53
210;12;False;53
211;14;True;53
212;13.5;False;53
213;1;False;54
214;5;True;54
215;0;False;54
216;e;False;54
217;China;False;55
218;Thailand;False;55
219;South Korea;False;55
220;Japan;True;55
221;1945;True;56
222;1919;False;56
223;1960;False;56
224;1951;False;56
225;1948;True;57
226;1939;False;57
227;1955;False;57
228;1951;False;57
229;Guitar;False;58
230;Piano;True;58
231;Violin;False;58
232;Drums;False;58
233;Tango;False;59
234;Salsa;False;59
235;Reggae;True;59
236;Blues;False;59
237;Giuseppe Verdi;True;60
238;Ludwig van Beethoven;False;60
239;Johann Sebastian Bach;False;60
240;Richard Wagner;False;60
241;Aluminum;True;61
242;Gold;False;61
243;Copper;False;61
244;Iron;False;61
245;Ohms;False;62
246;Volts;False;62
247;Amperes;True;62
248;Watts;False;62
249;Marie Curie;True;63
250;Dorothy Crowfoot Hodgkin;False;63
251;Rosalind Franklin;False;63
252;Barbara McClintock;False;63
253;United States;False;64
254;Germany;False;64
255;France;False;64
256;United Kingdom;True;64
257;The German invasion of Poland;True;65
258;The attack on Pearl Harbor;False;65
259;The signing of the Treaty of Versailles;False;65
260;The Spanish Civil War;False;65
261;Kublai Khan;False;66
262;Qin Shi Huang;True;66
263;Sun Yat-sen;False;66
264;Confucius;False;66
265;Asia;False;67
266;Europe;False;67
267;Africa;True;67
268;America;False;67
269;France;True;68
270;Russia;False;68
271;United States;False;68
272;China;False;68
273;Lake Victoria;False;69
274;Lake Superior;False;69
275;Lake Baikal;True;69
276;Lake Titicaca;False;69
277;4;False;70
278;5;True;70
279;6;False;70
280;3;False;70
281;Canada;False;71
282;United States;True;71
283;United Kingdom;False;71
284;Greece;False;71
285;3;True;72
286;2;False;72
287;4;False;72
288;5;False;72
289;Caravaggio;False;73
290;Michelangelo;True;73
291;Raphael;False;73
292;Leonardo da Vinci;False;73
293;Pride and Prejudice;True;74
294;Wuthering Heights;False;74
295;Crime and Punishment;False;74
296;To Kill a Mockingbird;False;74
297;Wolfgang Amadeus Mozart;False;75
298;Ludwig van Beethoven;False;75
299;Giuseppe Verdi;False;75
300;Gioachino Rossini;True;75
301;Puss in Boots;False;76
302;Donkey;False;76
303;Donkey (Burro);True;76
304;Pinocchio;False;76
305;Breaking Bad;True;77
306;The Wire;False;77
307;Better Call Saul;False;77
308;Narcos;False;77
309;Steven Spielberg;False;78
310;Christopher Nolan;False;78
311;John Ford;True;78
312;Martin Scorsese;False;78
313;Universal System Bus;False;79
314;United Software Base;False;79
315;Universal Serial Bus;True;79
316;Ultimate Standard Board;False;79
317;Apple;False;80
318;Microsoft;False;80
319;IBM;False;80
320;Google;True;80
321;Alan Turing;True;81
322;Charles Babbage;False;81
323;John von Neumann;False;81
324;Claude Shannon;False;81
325;13;True;82
326;16;False;82
327;10;False;82
328;8;False;82
329;10;True;83
330;8;False;83
331;6;False;83
332;4;False;83
333;;False;84
334;;False;84
335;;False;84
336;;False;84
337;English;False;85
338;Spanish;False;85
339;Hindi;False;85
340;Mandarin Chinese;True;85
341;Inca;True;86
342;Aztec;False;86
343;Maya;False;86
344;Olmec;False;86
345;Treaty of Versailles;False;87
346;Treaty of Westphalia;True;87
347;Treaty of Tordesillas;False;87
348;Treaty of Utrecht;False;87
349;Guitar;False;88
350;Clarinet;True;88
351;Trumpet;False;88
352;Drums;False;88
353;Dave Grohl;False;89
354;Kurt Cobain;True;89
355;Eddie Vedder;False;89
356;Chris Cornell;False;89
357;Richard Strauss;False;90
358;Johannes Brahms;False;90
359;Gustav Mahler;False;90
360;Richard Wagner;True;90
361;Liver;False;91
362;Lungs;False;91
363;Heart;False;91
364;Skin;True;91
365;Proton;False;92
366;Neutron;False;92
367;Electron;True;92
368;Quark;False;92
369;F=ma;False;93
370;E=mc²;True;93
371;PV=nRT;False;93
372;a² + b² = c²;False;93
373;1776;True;94
374;1783;False;94
375;1765;False;94
376;1801;False;94
377;Battle of Leningrad;False;95
378;Battle of Moscow;False;95
379;Battle of Stalingrad;True;95
380;Battle of Kursk;False;95
381;Tetrarchy;True;96
382;Edict of Milan;False;96
383;Pax Romana;False;96
384;Reform of Constantine;False;96
385;Melbourne;False;97
386;Sydney;False;97
387;Canberra;True;97
388;Brisbane;False;97
389;Rhine;False;98
390;Danube;False;98
391;Loire;False;98
392;Volga;True;98
393;Norway;False;99
394;Indonesia;False;99
395;Sweden;True;99
396;Finland;False;99
397;Argentina;False;100
398;Brazil;True;100
399;Germany;False;100
400;Italy;False;100
401;Mark Spitz;False;101
402;Ryan Lochte;False;101
403;Michael Phelps;True;101
404;Ian Thorpe;False;101
405;1991;False;102
406;1987;True;102
407;1995;False;102
408;1983;False;102
409;Gabriel García Márquez;False;103
410;Miguel de Cervantes;True;103
411;Lope de Vega;False;103
412;William Shakespeare;False;103
413;Impressionism;False;104
414;Expressionism;False;104
415;Cubism;True;104
416;Surrealism;False;104
417;The Iliad;False;105
418;The Odyssey;False;105
419;The Aeneid;False;105
420;The Epic of Gilgamesh;True;105
421;Superman;False;106
422;Batman;True;106
423;Iron Man;False;106
424;Spider-Man;False;106
425;1999;False;107
426;2001;True;107
427;2003;False;107
428;2005;False;107
429;Hans Zimmer;False;108
430;Howard Shore;True;108
431;John Williams;False;108
432;James Newton Howard;False;108
433;Solid-State Drive;True;109
434;Mechanical Hard Drive;False;109
435;Volatile Memory;False;109
436;Graphics Processor;False;109
437;SFTP;True;110
438;SMTP;False;110
439;Telnet;False;110
440;FTP;False;110
441;1985;False;111
442;1991;True;111
443;2000;False;111
444;1995;False;111
445;6;False;112
446;7;False;112
447;8;True;112
448;9;False;112
449;16;False;113
450;32;True;113
451;64;False;113
452;128;False;113
453;35;True;114
454;21;False;114
455;42;False;114
456;49;False;114
457;Belgium;False;115
458;Netherlands;True;115
459;Germany;False;115
460;France;False;115
461;Lion;False;116
462;Dragon;False;116
463;Unicorn;True;116
464;Eagle;False;116
465;Genji Monogatari;True;117
466;The Decameron;False;117
467;The Canterbury Tales;False;117
468;Don Quixote;False;117
469;The Rolling Stones;False;118
470;The Beatles;True;118
471;Queen;False;118
472;Pink Floyd;False;118
473;Peter Tosh;False;119
474;Jimmy Cliff;False;119
475;Bob Marley;True;119
476;Burning Spear;False;119
477;"Thriller" by Michael Jackson;False;120
478;"Video Killed the Radio Star" by The Buggles;True;120
479;"Take On Me" by A-ha;False;120
480;"Like a Virgin" by Madonna;False;120
481;Venus;False;121
482;Mars;True;121
483;Jupiter;False;121
484;Saturn;False;121
485;150,000 km/s;False;122
486;300,000 km/s;True;122
487;600,000 km/s;False;122
488;450,000 km/s;False;122
489;Tunnel Effect;True;123
490;Wavefunction Collapse;False;123
491;Superposition Principle;False;123
492;Quantum Resonance;False;123
493;Egyptian;True;124
494;Aztec;False;124
495;Chinese;False;124
496;Greek;False;124
497;Toltec;False;125
498;Aztec;True;125
499;Inca;False;125
500;Maya;False;125
501;1299;False;126
502;1453;True;126
503;1517;False;126
504;1683;False;126
505;Toronto;False;127
506;Montreal;False;127
507;Ottawa;True;127
508;Vancouver;False;127
509;Lake Superior;True;128
510;Lake Victoria;False;128
511;Lake Baikal;False;128
512;Lake Michigan;False;128
513;Rocky Mountains;False;129
514;Himalayas;False;129
515;Alps;False;129
516;The Andes;True;129
517;4;False;130
518;5;False;130
519;6;True;130
520;7;False;130
521;Russia;False;131
522;Norway;True;131
523;United States;False;131
524;Denmark;False;131
525;1919;False;132
526;1925;False;132
527;1920;True;132
528;1930;False;132
529;Vincent van Gogh;True;133
530;Pablo Picasso;False;133
531;Claude Monet;False;133
532;Salvador Dalí;False;133
533;Charles Dickens;False;134
534;Oscar Wilde;True;134
535;Mark Twain;False;134
536;Edgar Allan Poe;False;134
537;Gabriela Mistral;False;135
538;Pablo Neruda;True;135
539;Nicanor Parra;False;135
540;Vicente Huidobro;False;135
541;Brad Pitt;False;136
542;Johnny Depp;False;136
543;Leonardo DiCaprio;True;136
544;Tom Cruise;False;136
545;Wes Anderson;True;137
546;Quentin Tarantino;False;137
547;Martin Scorsese;False;137
548;Steven Spielberg;False;137
549;"The Sea Inside";False;138
550;"All About My Mother";True;138
551;"Volver";False;138
552;"Pan’s Labyrinth";False;138
553;Read Access Memory;False;139
554;Random Access Memory;True;139
555;Rapid Application Mode;False;139
556;Real-time Array Memory;False;139
557;Cable Ethernet;False;140
558;Router;False;140
559;Wi-Fi Adapter;True;140
560;Switch;False;140
561;A programming language for web applications;False;141
562;A node-based distributed operating system;False;141
563;A decentralized blockchain used to record cryptocurrency transactions;True;141
564;A centralized database for storing financial records;False;141
565;14;False;142
566;15;True;142
567;16;False;142
568;17;False;142
569;52;False;143
570;54;True;143
571;56;False;143
572;59;False;143
573;30;True;144
574;28;False;144
575;32;False;144
576;31;False;144
577;Leonardo da Vinci;False;145
578;Johannes Gutenberg;True;145
579;Thomas Edison;False;145
580;Galileo Galilei;False;145
581;Mexico;False;146
582;Argentina;True;146
583;Spain;False;146
584;Brazil;False;146
585;1492;False;147
586;1494;True;147
587;1500;False;147
588;1517;False;147
589;Dr. Dre;False;148
590;50 Cent;False;148
591;Eminem;True;148
592;Snoop Dogg;False;148
593;The Rolling Stones;False;149
594;The Eagles;True;149
595;Fleetwood Mac;False;149
596;Led Zeppelin;False;149
597;Giuseppe Verdi;False;150
598;Ludwig van Beethoven;False;150
599;Wolfgang Amadeus Mozart;True;150
600;Richard Wagner;False;150
601;Gold;True;151
602;Osmium;False;151
603;Oxalate;False;151
604;Oxygen;True;151
605;Joule;False;152
606;Newton;True;152
607;Pascal;False;152
608;Watt;False;152
609;Gravitational Force;False;153
610;Electromagnetic Force;False;153
611;Strong Nuclear Force;False;153
612;Centrifugal Force;True;153
613;Vladimir Lenin;True;154
614;Josef Stalin;False;154
615;Leon Trotsky;False;154
616;Nicholas II;False;154
617;1987;False;155
618;1989;True;155
619;1991;False;155
620;1993;False;155
621;The Assassination of Archduke Franz Ferdinand;True;156
622;The Invasion of Poland;False;156
623;The Sinking of the Lusitania;False;156
624;The Russian Revolution;False;156
625;India;True;157
626;China;False;157
627;Indonesia;False;157
628;United States;False;157
629;Sahara Desert;True;158
630;Gobi Desert;False;158
631;Arabian Desert;False;158
632;Kalahari Desert;False;158
633;Scandinavian Peninsula;False;159
634;Iberian Peninsula;False;159
635;Arabian Peninsula;True;159
636;Indochina Peninsula;False;159
637;13;False;160
638;15;True;160
639;17;False;160
640;11;False;160
641;1948;False;161
642;1950;True;161
643;1952;False;161
644;1954;False;161
645;1956;False;162
646;1960;True;162
647;1964;False;162
648;1968;False;162
649;Salvador Dalí;False;163
650;Francisco de Goya;False;163
651;Pablo Picasso;True;163
652;Joan Miró;False;163
653;Hamlet;True;164
654;Macbeth;False;164
655;Romeo and Juliet;False;164
656;Othello;False;164
657;Julio Cortázar;True;165
658;Gabriel García Márquez;False;165
659;Mario Vargas Llosa;False;165
660;Carlos Fuentes;False;165
661;Cars;False;166
662;Toy Story;True;166
663;Monsters, Inc.;False;166
664;Up;False;166
665;Pulp Fiction;False;167
666;The Shawshank Redemption;True;167
667;Forrest Gump;False;167
668;Se7en;False;167
669;1900;False;168
670;1910;False;168
671;1927;True;168
672;1941;False;168
673;GPU;False;169
674;CPU;True;169
675;RAM;False;169
676;SSD;False;169
677;C#;False;170
678;Java;True;170
679;Python;False;170
680;JavaScript;False;170
681;Automatic Programming Interface;False;171
682;Application Performance Index;False;171
683;Application Programming Interface;True;171
684;Advanced Process Integration;False;171
685;3;False;172
686;4;True;172
687;5;False;172
688;6;False;172
689;10;False;173
690;15;True;173
691;20;False;173
692;25;False;173
693;31;False;174
694;33;True;174
695;35;False;174
696;37;False;174
697;Italy;False;175
698;Spain;True;175
699;Mexico;False;175
700;Argentina;False;175
701;Dollar;False;176
702;Yuan;False;176
703;Yen;True;176
704;Won;False;176
705;Chartres Cathedral;False;177
706;Reims Cathedral;False;177
707;Amiens Cathedral;False;177
708;Notre-Dame Cathedral;True;177
709;Rock;False;178
710;Pop;False;178
711;Jazz;True;178
712;Blues;False;178
713;Whitney Houston;False;179
714;Aretha Franklin;True;179
715;Tina Turner;False;179
716;Mariah Carey;False;179
717;Miles Davis;False;180
718;John Coltrane;False;180
719;Ornette Coleman;True;180
720;Charles Mingus;False;180
721;Lungs;False;181
722;Liver;False;181
723;Heart;True;181
724;Kidney;False;181
725;Mercury;True;182
726;Lead;False;182
727;Aluminum;False;182
728;Iron;False;182
729;Chemosynthesis;False;183
730;Photosynthesis;True;183
731;Fermentation;False;183
732;Cellular Respiration;False;183
733;1066;True;184
734;1215;False;184
735;1415;False;184
736;1815;False;184
737;Julius Caesar;False;185
738;Augustus;True;185
739;Nero;False;185
740;Trajan;False;185
741;Martin Luther;True;186
742;John Calvin;False;186
743;Henry VIII;False;186
744;Ulrich Zwingli;False;186
745;Argentina;False;187
746;Brazil;True;187
747;Peru;False;187
748;Colombia;False;187
749;Atlantic;False;188
750;Indian;False;188
751;Pacific;True;188
752;Arctic;False;188
753;Mariana Trench;True;189
754;Puerto Rico Trench;False;189
755;Tonga Trench;False;189
756;Philippine Trench;False;189
757;Soccer;False;190
758;Tennis;True;190
759;Badminton;False;190
760;Basketball;False;190
761;40;False;191
762;42;False;191
763;48;True;191
764;60;False;191
765;Michael Schumacher;False;192
766;Lewis Hamilton;True;192
767;Ayrton Senna;False;192
768;Sebastian Vettel;False;192
769;Antoine de Saint-Exupéry;True;193
770;Victor Hugo;False;193
771;Jules Verne;False;193
772;Gabriel García Márquez;False;193
773;The Great Gatsby;True;194
774;To Kill a Mockingbird;False;194
775;1984;False;194
776;Fahrenheit 451;False;194
777;William Shakespeare;False;195
778;John Milton;True;195
779;Geoffrey Chaucer;False;195
780;John Donne;False;195
781;Moana;False;196
782;Tangled;False;196
783;Frozen;True;196
784;Beauty and the Beast;False;196
785;Inception;True;197
786;Interstellar;False;197
787;The Prestige;False;197
788;Memento;False;197
789;Spirited Away;True;198
790;Princess Mononoke;False;198
791;My Neighbor Totoro;False;198
792;Howl's Moving Castle;False;198
793;Bluetooth;False;199
794;NFC;True;199
795;Wi-Fi;False;199
796;Infrared;False;199
797;Internet of Technology;False;200
798;Internet of Things;True;200
799;Interconnection of Tools;False;200
800;Innovation of Technology;False;200
801;Hypervisor;True;201
802;Docker;False;201
803;Kubernetes;False;201
804;VPN;False;201
805;18;False;202
806;20;True;202
807;22;False;202
808;24;False;202
809;20;False;203
810;21;False;203
811;22;True;203
812;24;False;203
813;100°;False;204
814;105°;False;204
815;110°;True;204
816;115°;False;204
817;Antarctica;True;205
818;Siberia;False;205
819;Greenland;False;205
820;The Arctic;False;205
821;Olympia;True;206
822;Athens;False;206
823;Delphi;False;206
824;Sparta;False;206
825;The Marseillaise;True;207
826;Liberté;False;207
827;Le Chant du Départ;False;207
828;La Carmagnole;False;207
829;Robert Johnson;False;208
830;B.B. King;False;208
831;Muddy Waters;False;208
832;W. C. Handy;True;208
833;Saxophone;False;209
834;Clarinet;False;209
835;Trumpet;True;209
836;Flute;False;209
837;Duke Ellington;False;210
838;George Gershwin;True;210
839;Scott Joplin;False;210
840;Leonard Bernstein;False;210
